;Column2;Column1;idx;token;Label_Gold;Label_BG;Sicher_BG;Label_JL;Sicher_JL;Label_FA;Sicher_FA;Label_RR;Sicher_RR;Label_TH;Zusatzinfo;sentence;context;label;year;filename;Quelle_Gold;Quelle_BG;annodatenerz;Quelle_FA;Quelle_RR;Unnamed: 23;Unnamed: 24;Unnamed: 25;Unnamed: 26;Unnamed: 27;Unnamed: 28;Unnamed: 29;Unnamed: 30;Unnamed: 31
937;223;999;r38;Erzähler;b;b;n;b;0.0;n;;n;;n;;5 plattdeutsche Erzähler .;"Det schen ohr über gar keen rechter Grund sin , sick so to freun , wie der Snieder verlangte , Soldaten harr jo doch woll jeder gerne , gar nich davan to reden , det ut Motzien &gt; unser Dorfj ok 'n ganzen Hümpel den bunten Rock drögen . &quot; Die Satire Grenzboten III . 188 S . 5 plattdeutsche Erzähler . Leuings auf eine Revolution in Krähwinkel erinnert an Hermann Presbcrs nicht minder witzige Schilderung des „ tollen &quot; Jahres in seinen rheinischen Novellen . Aber Presber schrieb nicht im Dialekt , und Leming ruft manchmal die Empfindung hervor , daß sich sein Standpunkt allzusehr über den erhebt , welchen der Dialekt gebietet .";Rezension;1885;1885_3 - 1885__plattdeutsche_(Crzähler..txt;stimuli_erzaehler_161_Gold_bereinigt;stimuli_erzaehler_163_BG;stimuli_erzaehler_163_JL(2) (2);;;;;;;;;;;
938;26;1001;r4;Erzähler;b;b;100;b;80.0;n;;n;;n;;Wir haben hier kein unbekanntes Werk zu empfehlen : nur wollen nnr den Erfolg desselben erklären , unsere Landsleute mit einem originellen Erzähler bekannt machen und aus diesem Beispiel Rathschläge und Hoffnungen für unsere deutschen College « ziehen .;"Daß aus dieser Verschmelzung des Nationalcharakters mit dem Bewußtsein der neuern Zeit originelle Erzeugnisse hervorgehen können , zeigt eine Sammlung von Erzählungen , über die ich mich freue berichten zu können : Die Schwarzwälder Dorfgeschichten von Berthold Auerbach . Dieses Buch , das im Jahre 48 t3 erschien , hat schon mehr als eine Auflage erlebt ; der Erfolg , den eS fand , ist der vollständigste und verdienteste , den uns diese drei Jahre darbieten . Wir haben hier kein unbekanntes Werk zu empfehlen : nur wollen nnr den Erfolg desselben erklären , unsere Landsleute mit einem originellen Erzähler bekannt machen und aus diesem Beispiel Rathschläge und Hoffnungen für unsere deutschen College « ziehen . Was ist der Inhalt des auerbach'schen Buches ? Das Leben der Bauern seiner Heimath , die Schilderung der armen im Walde versteckten Dorfgemeinde , die rauhen , naiven Sitten des Landmannes und des Holzhauers .";Rezension;1846;1846_2 - 1846__Se._Ren«_Taillandier______________.txt;stimuli_erzaehler_100_utf8_Gold;stimuli_erzaehler_100_utf8_BG;annodatenerz;;;;;;;;;;;
939;229;1002;r40;Erzähler;b;b;90;b;75.0;n;;n;;n;;Burmester ist bisher — nur seinen engern Landsleuten bekannt — allein mit Versen als lyrischer Erzähler hervorgetreten , und .;"Eher ist Bnrmestcrs Satire der ländlichen Zustände seiner Heimat zu bitter für eine künstlerische Arbeit , als daß sie dem Städter als das Ideal menschlicher Lebensart hingestellt würde . Als strenger Realist und zugleich als ein Mann , der durch die Darstellung Plattdeutsche Erzähler . der Wahrheit seinem Lande und dessen Leuten einen lehrreichen Spiegel zur möglichen Besserung bieten will , als einer , der ein langes Leben hindurch schmerzliche Erfahrungen gesammelt hat , die er sich nun vom Herzen schreiben will , erscheint dieser wahrhaft dichterische Autor , den Gaedertz gewiß mit Recht seinem berühmter » Landsmanne Fritz Reuter unmittelbar zur Seite stellt . Burmester ist bisher — nur seinen engern Landsleuten bekannt — allein mit Versen als lyrischer Erzähler hervorgetreten , und . Harten Lema &quot; ist sein erstes Prosawerk . Der lyrische Grundton seines Wesens zieht sich aber auch durch diese seine Prosaarbeit ungemein anziehend hindurch und offenbart sich an einzelnen Stellen in sehr schöner Weise .";Rezension;1885;1885_3 - 1885__plattdeutsche_(Crzähler..txt;stimuli_erzaehler_100_utf8_Gold;stimuli_erzaehler_100_utf8_BG;annodatenerz;;;;;;;;;;;
940;232;1004;r42;Erzähler;b;b;n;b;75.0;n;;n;;n;;Wie kurz gingen die alten Erzähler über dies Formelwerk hinweg und wie scharf auf ihr Ziel los : Menschen zu bilden .;"Alle gesellschaftlichen Formen werden bis aufs Tüpfelchen getreu photvgrciphirt . Leutnants müssen in Infinitiven mit Auslassungen und Wortverstümmelungen nachlässig näseln ; Briefe werden peinlich im Format gedruckt , und die Adresse postmäßig genau verzeichnet ; nur die Freimarke fehlt , das Parfüm aber riecht man , denn alles soll sein echtes Parfüm haben wie bei Zola , dessen Gerüche freilich stärker sind . Wie kurz gingen die alten Erzähler über dies Formelwerk hinweg und wie scharf auf ihr Ziel los : Menschen zu bilden . Die neuern siud aber innig überzeugt , auf der richtigen Spur zu sein : ohne die realistischen Tüpfelchen wäre das Bild unecht , und in den treu gemalten Äußerlichkeiten wollen sie den Geist fangen . Er entschlüpft aber .";Rezension;1885;1885_4 - 1885__Die_Handwerker_der_Poesie..txt;stimuli_erzaehler_161_Gold_bereinigt;stimuli_erzaehler_163_BG;stimuli_erzaehler_163_JL(2) (2);;;;;;;;;;;
941;246;1005;r43;Erzähler;b;b;100;b;65.0;n;;n;;n;;"Schon ihr Titel mit seinem alttestamentarischen Anklange ist irreführend ; nicht die « Sünden der Väter &quot; sollte es heißen , sondern weit richtiger : „ Die sündigen Väter . &quot; Denn nach dem Gange der Handlung zu schließen , war es dem Erzähler nicht um die Nachwirkung der Sünden der Väter in die folgenden Geschlechter zu thun , sondern die sündigen Väter selbst sind sein Thema .";"Der Angelpunkt der Handlung ist der Erfolg eines Schauspiels , über dessen Gehalt , Ausgang , Auffassung und Darstellung unendlich lauge Debatten geführt werden , die uns schließlich doch zu keiner rechten Kenntnis des viclgelvbten Stückes verhelfen können . Indes , diesen anachronistischen und novellistischen Charakter des ganzen Entwurfs außer Acht gelassen , fehlt es der Darstellung der einzelnen Figuren — mit Ausnahme des Frießhardt-Leuthold — und der Führung der Handlung so vielfach an der rechten Kunst , daß auch in dieser Richtung das Lesen dieser überbreiten Geschichte nicht zu den wünschenswertesten Genüssen gerechnet werden kann . Schon ihr Titel mit seinem alttestamentarischen Anklange ist irreführend ; nicht die « Sünden der Väter &quot; sollte es heißen , sondern weit richtiger : „ Die sündigen Väter . &quot; Denn nach dem Gange der Handlung zu schließen , war es dem Erzähler nicht um die Nachwirkung der Sünden der Väter in die folgenden Geschlechter zu thun , sondern die sündigen Väter selbst sind sein Thema . Er will , übrigens nnoriginell genug , den Satz durchführen , daß die sittliche Gerechtigkeit in dieser Welt durchaus ungleich verteilt sei ; er will zeigen , wie dieselben Sünden bei verschiednen Menschen sich verschieden rächen , je nach dem sittlichen Werte des Einzelnen , und zwar im umgekehrten Verhältnisse — eine Alltagsweisheit , Dabei sind ihm künstlerisch acht die Sünden , sondern die Sünder interessant , was ein fatales Uebergewicht der Charakteristik über die Handlung hervorruft . Die drei Väter , die er aufstellt , haben sämtlich uneheliche Kinder ans dem Genüssen , und zwar alle drei Mädchen , deren Mütter teils gestorben , teils verdorben sind und nicht in Betracht kommen .";Rezension;1886;1886_3 - 1886__Literatur.__Die_Sünden_der_Väter._Roman_von_Ludwig_Ganghofer._Zwei_Bände._Stuttgart,.txt;stimuli_erzaehler_161_Gold_bereinigt;stimuli_erzaehler_163_BG;stimuli_erzaehler_163_JL;;;;;;;;;;;
942;243;1006;r44;Erzähler;b;b;100;b;99.0;n;;n;;n;;Indes die wenigen Bogen , welche Frießhardt-Leuthold in seinem ganzen moralischen Jammer schildern , sind die einzig wertvollen der beiden Romanbände , und sie allein geben Hoffnung , daß der junge Erzähler fein schönes Talent wieder auf den rechten Weg zu führen imstande sein werde .;"Es läßt sich freilich darüber streiten , ob es geschmackvoll sei , eine so genau uach dem Leben gezeichnete Gestalt ^ es werden sogar Leutholds Verse wörtlich zitirt und immer als die Frießhardts ausgegeben — in einen Roman aufzunehmen , wo ihr sonst keinerlei historisches Element zugesellt erscheint ; auch dies war der Geschmack von vor fünfzig Jahren . Literatur . Indes die wenigen Bogen , welche Frießhardt-Leuthold in seinem ganzen moralischen Jammer schildern , sind die einzig wertvollen der beiden Romanbände , und sie allein geben Hoffnung , daß der junge Erzähler fein schönes Talent wieder auf den rechten Weg zu führen imstande sein werde . Und der rechte Weg liegt für ihn dort , wo ihn der Erfolg seiner Lcutholdschilderung weist : in der Wiedergabe des objektiv durch jahrelangen Verkehr genau Erfaßten , denn ein schöpferischer Mensch , der aus seinem Inneren heraus Gestalten schaffen kann , ist Ganghofer bisher noch nicht . Sobald er philosophirt , sein Können überschätzt , wird er langweilig .";Rezension;1886;1886_3 - 1886__Literatur.__Die_Sünden_der_Väter._Roman_von_Ludwig_Ganghofer._Zwei_Bände._Stuttgart,.txt;stimuli_erzaehler_100_utf8_Gold;stimuli_erzaehler_100_utf8_BG;annodatenerz;;;;;;;;;;;
943;240;1007;r45;Erzähler;d;d;90;d;75.0;n;;n;;n;;"Die übermütigste Skizze ist „ Die Geschichte des Invaliden &quot; Der Erzähler hat die Leiche eines Jugendfreundes in die Heimat zu führen und nimmt sie in einer Kiste verwahrt getrost ins Kupee mit ; die Kiste wird aber mit einer ihr genau gleichsehenden andern , die alten , faulenden Käse enthält , zufällig vertauscht , und der üble Geruch , den dieser Käse verbreitet , richtet nun die drolligsten Verheerungen an .";"„ Die Liebe des jungen Alonzo Fitz Clarence und der schönen Rosannah Ethclton &quot; greift gar hinein ins allermodernste Menschenleben : dnrch das Telephon verlieben sich die zwei junge » Leute , er ist in Newyork , sie in San Francisco ; es fehlt auch nicht an einem intriganten Bösewicht , der das Telephon mißbraucht . Diese Geschichte ist ebenso lustig , wie die „ Geschichte Adlers &quot; schauerlich ist . Die übermütigste Skizze ist „ Die Geschichte des Invaliden &quot; Der Erzähler hat die Leiche eines Jugendfreundes in die Heimat zu führen und nimmt sie in einer Kiste verwahrt getrost ins Kupee mit ; die Kiste wird aber mit einer ihr genau gleichsehenden andern , die alten , faulenden Käse enthält , zufällig vertauscht , und der üble Geruch , den dieser Käse verbreitet , richtet nun die drolligsten Verheerungen an . Andre Skizzen richten ihre satirischen Spitzen gegen französische Eigentümlichkeiten , die berühmte Geschichte vom gestohlenen Elefanten geißelt die Newyvrker Polizei . Von ganz andern : Charakter ist die fein humoristische , idyllische Art Frank Stocktvns , der durch diese Uebersetzung seines in Amerika vielgelesenen „ Rnderheim &quot; wohl das erstemal beim größern deutschen Publikum eingeführt wird .";Rezension;1886;1886_4 - 1886__Literatur.__Amerikanische_Humoristen__Frank_R,_Stockton._Ruderheim,_häusliche_Erlebnisse_eines.txt;stimuli_erzaehler_161_Gold_bereinigt;stimuli_erzaehler_163_BG;stimuli_erzaehler_163_JL;;;;;;;;;;;
944;238;1008;r46;Erzähler;b;b;95;c;95.0;n;;n;;n;;Dann pachtet das Ehepaar ein bescheidenes Landhaus in der Nähe , und dieses Leben giebt dem Erzähler Stoff für eine Reihe von liebenswürdigen und für uns Entfernte sehr interessanten Bildern amerikanischen Stilllebens .;"Ein junges , auf ein bescheidenes Einkommen angewiesenes Ehepaar richtet sich , da ihm die Miete einer Stadtwohnung zu schwer fällt , auf einem Schiffswrack am Flusse nahe der Stadt häuslich ein . Aber eine unvorsichtige Magd schneidet sich zu tief in der Schiffswand ein Fenster aus und das „ Rnderheim &quot; muß untergehen . Dann pachtet das Ehepaar ein bescheidenes Landhaus in der Nähe , und dieses Leben giebt dem Erzähler Stoff für eine Reihe von liebenswürdigen und für uns Entfernte sehr interessanten Bildern amerikanischen Stilllebens . Daß er schließlich einige derbere humoristische Szenen mit einsticht , kann bei dem Autor , der für eine vielverbreitete Zeitschrift seinen kleinen Roman sortsetzungsweise schreibt , uicht überraschen . Höhere dichterische Qualitäten darf man freilich bei ihm so wenig wie bei Mark Twain suchen .";Rezension;1886;1886_4 - 1886__Literatur.__Amerikanische_Humoristen__Frank_R,_Stockton._Ruderheim,_häusliche_Erlebnisse_eines.txt;stimuli_erzaehler_100_utf8_Gold;stimuli_erzaehler_100_utf8_BG;annodatenerz;;;;;;;;;;;
945;250;1009;r47;Erzähler;b;b;100;b;99.0;n;;n;;n;;Daß er wirklich ein ausgezeichneter und origineller Erzähler ist , brauchte Hopfen nicht erst jetzt zu beweisen .;"Außerdem berührt das unbekümmerte Aussprechen eines künstlerischen Glaubensbekenntnisses , das Eintreten für das Sittenbild im Sinne der Metsu , Pieter de Hooghe u. s. w. und gegen die gemalte Tapezierarbeit und die Modelle mit antiken Namen äußerst wohlthuend . Allerdings wird er sich dafür den unwissenden „ Kunstschreibern &quot; beizählen lassen müssen . Daß er wirklich ein ausgezeichneter und origineller Erzähler ist , brauchte Hopfen nicht erst jetzt zu beweisen . Nur möchten wir wissen , was ihm die sachliche Endung des Adjektivs angethan hat , das er sie so konsequent verschluckt . Da liest man immer nur „ meisterlich Wirken , &quot; „ wunderlich Spiel &quot; und so fort , und was dann und wann gute Wirkung machen würde , erscheint bei der häufigen Wiederholung manirirt .";Rezension;1887;1887_2 - 1887__Literatur.__Der_Genius_und_sein_Erbe.__Eine_Künstlergeschichte_von_Hans_Hopfen._Engelhorns.txt;stimuli_erzaehler_100_utf8_Gold;stimuli_erzaehler_100_utf8_BG;annodatenerz;;;;;;;;;;;
946;252;1010;r48;Erzähler;d;d;50;d;70.0;n;;n;;n;;Dies erfährt unser dichterischer Erzähler gerade vor dem Schlafengehen .;"Seit ihrem zehnten Lebensjahre eine elternlose Waise , hat sie von ihrem Vater — der Mutter entsinne sie sich gar nicht mehr — zwei so verschiedne Bilder im Geiste behalten , daß sie vermutet , es wären zwei Männer gewesen ; der erste ein rauher , mürrischer , zum Schlagen stets bereiter Geselle , der zweite ein zarter , aufopfernd guter Mensch . Und doch weiß sie nur von einem einzigen Vater , nichts von einem Stiefvater ! Dies erfährt unser dichterischer Erzähler gerade vor dem Schlafengehen . Die zauberische Waldnacht hält ihn am Fenster fest , und nun gerät er in ein träumerisches Grübeln in der Vergangenheit , und nach und nach steht vor ihm die ganze Geschichte . Ja , es war ein und derselbe Mann .";Rezension;1887;1887_2 - 1887__Zu_Theodor_^torus_siebzigsten_Geburtstage».txt;stimuli_erzaehler_161_Gold_bereinigt;stimuli_erzaehler_163_BG;stimuli_erzaehler_163_JL(2) (2);;;;;;;;;;;
947;259;1011;r49;Erzähler;b;b;100;c;75.0;n;;n;;n;;Der Erzähler stellt sich von vornherein auf einen einseitigen Standpunkt , er nimmt eine Abstraktion vor , eine Trennung von unlösbar miteinander verwickelten Mächten , den zufälligen , äußern , materiellen und den sittlichen , um seine Anschauung recht drastisch zu beweisen , und dadurch wird sein Bild unwahr .;Die Nomanform ist ihm nur das geeignetste Mittel , diese Tendenz in den weitesten Kreisen zu verbreiten , und da er sich auf die Künste der Spannung und Rührung wohl versteht , so erreicht er auch seinen Zweck in ausreichendem Maße . Eine Prüfung verträgt allerdings solch ein Roman nicht . Der Erzähler stellt sich von vornherein auf einen einseitigen Standpunkt , er nimmt eine Abstraktion vor , eine Trennung von unlösbar miteinander verwickelten Mächten , den zufälligen , äußern , materiellen und den sittlichen , um seine Anschauung recht drastisch zu beweisen , und dadurch wird sein Bild unwahr . Denn jedes Menschenleben ist das Produkt des untrennbaren Jneincmderspiels der Verhältnisse und des Charakters , Lindau will nur die Verhältnisse vorführen . Er will uns nachweisen , daß die gesellschaftlichen Vorurteile und Zustände einem armen Mädchen der Großstadt es schlechtweg unmöglich machen , ohne seine Tugend zu verlieren und ohne zu heiraten , das Leben zu fristen .;Rezension;1888;1888_2 - 1888__Neue_Romane..txt;stimuli_erzaehler_100_utf8_Gold;stimuli_erzaehler_100_utf8_BG;annodatenerz;;;;;;;;;;;
948;25;1012;r5;Erzähler;b;b;90;b;90.0;n;;n;;n;;Wenn man diesen liebenswürdigen Erzähler in Frankreich einführen wollte , so müßte man diesen kleinen Roman übersetzen .;"Es sind deren drei in dieser Sammlung , die sich der Aufmerksamkeit des Lesers empfehlen , Jvo der Hairle , Florian und Creszenz und der Schulmeister von Lauterbach . Die deutschen Kritiker haben „ Jvo der Hairle &quot; als das glücklichste Erzeugniß Auerbach's bezeichnet , und ich bin gern ihrer Meinung . Wenn man diesen liebenswürdigen Erzähler in Frankreich einführen wollte , so müßte man diesen kleinen Roman übersetzen . Der Gegenstand desselben ist ernst und lieblich ; wir haben hier das Leben eines jungen Bauern vor uns , der in's Seminar eingetreten ist . Die Abenteuer dieses frommen und zarten Jünglings , die schmerzlichen Kämpfe seines Herzens , die oft sehr traurigen , tief nagenden Entwicklungen eines dunkeln , edel durchgekämpften Geschicks .";Rezension;1846;1846_2 - 1846__Se._Ren«_Taillandier______________.txt;stimuli_erzaehler_100_utf8_Gold;stimuli_erzaehler_100_utf8_BG;annodatenerz;;;;;;;;;;;
949;262;1013;r50;Erzähler;b;b;75;b;80.0;n;;n;;n;;"Er stellt überhaupt nicht Handlungen dar , sondern kritisirt die Gestalten ; sie bewegen sich daher auch nicht frei , reden nicht die eigne Sprache , der Erzähler bemüht sich auch gar nicht , seine Souffleurarbeit zu verbergen .";"Es fehlt die einheitliche Handlung beiden Werken zu ihrem Nachteile . Und auch Schwarzkopf mangelt die Begabung , mit einigen wenigen Strichen einen Charakter lebenswahr hinzustellen , er häuft Bemerkung auf Bemerkung ; Mosaik , aber keine Plastik . Er stellt überhaupt nicht Handlungen dar , sondern kritisirt die Gestalten ; sie bewegen sich daher auch nicht frei , reden nicht die eigne Sprache , der Erzähler bemüht sich auch gar nicht , seine Souffleurarbeit zu verbergen . Am meisten hinter Hamerling steht Schwarzkopf mit seiner unschönen Prosa zurück ; es ist , als ob er nie die erste Skizze überarbeitete ; sie wimmelt von Unbeholfenheiten , überlangen Sätzen , unnötigen Partizipialbildungen u. dergl . in . Doch genug davon .";Rezension;1888;1888_2 - 1888__Wiener_Litteratur..txt;stimuli_erzaehler_161_Gold_bereinigt;stimuli_erzaehler_163_BG;stimuli_erzaehler_163_JL(2) (2);;;;;;;;;;;
950;273;1014;r51;Erzähler;b;b;65;b;65.0;n;;n;;n;;Wenn ein Erzähler von dem festen Grnnde einer bestimmten Weltanschauung dichterisch zu schaffen unternimmt , so Pflegt meist die Kunst darunter zu leiden .;Zwei Bände . Heidelberg , Winter , 1883 . Wenn ein Erzähler von dem festen Grnnde einer bestimmten Weltanschauung dichterisch zu schaffen unternimmt , so Pflegt meist die Kunst darunter zu leiden . Damit soll nicht der Gesinnungsund Gedankenlosigkeit in der dichterischen Litteratur das Wort geredet werden , aber wahr ist es doch , daß der Dichter kein Systematiker sein darf . Jeder große Dichter trägt , wie jeder große Mensch , ein System von Überzeugungen lebendig in sich herum .;Rezension;1888;1888_3 - 1888__Litteratur.__Novellen_von_Victor_v._Strauß__Eine_Schuld.__Renate._Das_Glück._Zweite.txt;stimuli_erzaehler_161_Gold_bereinigt;stimuli_erzaehler_163_BG;stimuli_erzaehler_163_JL(2) (2);;;;;;;;;;;
951;255;1015;r52;Erzähler;b;b;60;b;35.0;n;;n;;n;;Aber die Tendenz sitzt dem Erzähler zu sehr im Nacken , er beleuchtet immerfort die leitende Idee seiner Geschichte , und spricht dabei so schön und anziehend , daß er damit sich selbst im Wege steht , wenn dann die Handlung ihre inzwischen stark geschwächte Spannung erproben soll .;"„ Renate &quot; ist eine Tendenznovclle gegen die Vorurteile der Adlichen auf ihre Geburt ; „ Das Glück &quot; eine Tendenznovellc gegen die Gottesläugner . Ueberall ist eine genaue Kenntnis des wirklichen Lebens zu erkennen ; einzelnes mutet naturwahr wie ein Porträt an ; auch die Erfindung der Novellen ist anmutig ohne die geringste Sucht nach Originalität ; die Führung der Handlung ist nach der einmal angenommenen , allerdings minder gewöhnlichen Voraussetzung geschickt , natürlich , zwanglos und doch überraschend . Aber die Tendenz sitzt dem Erzähler zu sehr im Nacken , er beleuchtet immerfort die leitende Idee seiner Geschichte , und spricht dabei so schön und anziehend , daß er damit sich selbst im Wege steht , wenn dann die Handlung ihre inzwischen stark geschwächte Spannung erproben soll . Daher kommt es , daß ein gehaltvoller Mann nicht unterhalten kann . Und doch kann er , ohne zu unterhalten , auch nicht seine Tendenz verbreiten !";Rezension;1888;1888_3 - 1888__Litteratur.__Novellen_von_Victor_v._Strauß__Eine_Schuld.__Renate._Das_Glück._Zweite.txt;stimuli_erzaehler_100_utf8_Gold;stimuli_erzaehler_100_utf8_BG;annodatenerz;;;;;;;;;;;
952;269;1016;r53;Erzähler;b;b;100;b;85.0;n;;n;;n;;Sonst spräche die bare Verzweiflung aus diesen Skizzen , umso furchtbarer und aufreizender , als Schtschedrin ein Erzähler von großer Objektivität ist , der sich jeder Glosse enthält , mit klarer Einsicht die Thatsachen aneinanderreiht und für sich sprechen läßt .;"Aus all seinen Bildern spricht der tiefe , unsägliche Schmerz über die trostlose Lage seines Volkes , das von oben keinerlei Impuls zum Fortschritt und in sich selbst , überlassen seiner Trägheit und Trunksucht , auch keine Kraft zur Erhebung aus der tiefen sittlichen und materiellen Not findet . Diese Liebe Schtschedrins adelt einigermaßen die trostlosen Bilder der Armut und Verlotterung , der Charakterlosigkeit und Rohheit , die er von Stadtund Landbewohnern Rußlands entwirft . Sonst spräche die bare Verzweiflung aus diesen Skizzen , umso furchtbarer und aufreizender , als Schtschedrin ein Erzähler von großer Objektivität ist , der sich jeder Glosse enthält , mit klarer Einsicht die Thatsachen aneinanderreiht und für sich sprechen läßt . So führt er uns den „ arbeitsamen &quot; Bauer vor , der mit aufreibender Lebensarbeit es doch zu nichts mehr bringen kann , als seiner Tochter ein Kattunkleid und einige Rubel Aussteuer mitzugeben ; den Dorfpriester , der so wenig Einkommen hat , daß er sich nicht satt essen kann und seine Kinder mit Kummer und Not in der Stadt erziehen läßt u. dergl . in . Am liebsten verweilt Schtschedrins Phantasie in der Zeit des Regierungsantrittes Kaiser Alexanders II . , der die Bauern emanzipirte und die Leibeigenschaft aufhob .";Rezension;1888;1888_4 - 1888__Litteratur.__Des_Lebens_Kleinigkeiten._Bilder_und_Ttipen_ans_dem_russischen_Lrlnm_von_N,_Schtscho-.txt;stimuli_erzaehler_100_utf8_Gold;stimuli_erzaehler_100_utf8_BG;annodatenerz;;;;;;;;;;;
953;258;1017;r54;Erzähler;b;b;100;b;60.0;n;;n;;n;;Auch hier sind dem Erzähler die Nebengestalten besser gelungen als die Hauptfiguren .;"Durch seine Teilnahme am Feldzuge und durch das gewonnene Eiserne Kreuz hat sich Wolf so ipso die preußische Staatsbürgerschaft erworben , und nun steht seiner Heirat nichts mehr im Wege . Auch dafür wird gesorgt , daß sein staatloses Gut von einem liebenswürdigen rechten Souverän , der angrenzt , annektirt wird . Auch hier sind dem Erzähler die Nebengestalten besser gelungen als die Hauptfiguren . An Wolf und Gertrud vermissen wir die feinere Charakteristik , ihre Liebe ist Plötzlich , man weiß nicht wie gekommen ; der Schilderung ihres Die Kriegsmacht des Friedensbundes und die seiner Gegner . Verkehrs fehlt die rechte poetische Wärme .";Rezension;1888;1888_4 - 1888__Neue_Romane..txt;stimuli_erzaehler_161_Gold_bereinigt;stimuli_erzaehler_163_BG;stimuli_erzaehler_163_JL;;;;;;;;;;;
954;280;1018;r55;Erzähler;b;b;100;b;99.0;n;;n;;n;;"Als spannender Erzähler berühmter Gerichtsverhandlungen von Brüssel und Wien hat sich Lindau übrigens schon gezeigt ; außerdem hat er Dostojewskis große Romane aufmerksam gelesen ; nun hat er sich selbst einen Kriminalprozeß nach Mustern aus der Wirklichkeit erfunden und hat ihn „ Roman &quot; genannt .";"Ganz ebenso findet man diese Menschen und Sitten in den Pariser Romanen , es ist nichts spezifisch Berlinisches . Aber auf die Kriminalgeschichte thut sich Lindau in » so mehr zu gute , wie man ans Berliner Romane der säuberlicher Sorgfalt , die er auf sie verwendet hat , entnehmen kann . Als spannender Erzähler berühmter Gerichtsverhandlungen von Brüssel und Wien hat sich Lindau übrigens schon gezeigt ; außerdem hat er Dostojewskis große Romane aufmerksam gelesen ; nun hat er sich selbst einen Kriminalprozeß nach Mustern aus der Wirklichkeit erfunden und hat ihn „ Roman &quot; genannt . Bei der Gräfin Juliane , der jugendlichen Frau eines alten hohen Staatsbeamten wird mit schlauer Berechnung gerade in dem Augenblicke ein Einbruchsdiebstahl verübt , wo sie ihren Liebhaber , den schönen und sympathischen Ulrich , der sich mit einem jungen Mädchen verlobt hat , zum letztenmal^ , eine Stunde nach Mitternacht , bei sich empfängt . Um ihre Ehre nicht bloßzustellen , darf sie die Diebe nicht früher stören , als bis der Freund entflohen ist ; inzwischen aber ist das Verbrechen geschehen , und nußer kostbaren Juwelen ist die unbezahlbare Lamoralspitze gestohlen worden .";Rezension;1889;1889_1 - 1889__Berliner_Romane.txt;stimuli_erzaehler_100_utf8_Gold;stimuli_erzaehler_100_utf8_BG;annodatenerz;;;;;;;;;;;
955;282;1020;r57;Erzähler;b/d;b;65;d;80.0;n;;n;;n;;Das Kolorit Berlins kommt in seiue Darstellung nicht so hinein , als ob er frei über den Dingen schwebte und nun für seinen Zweck die Farben oder Thatsachen wählerisch zusammenstellte , sondern der Erzähler selbst ist durch und durch moderner Berliner , die Handlung und die Charaktere sind nur in der Großstadt denkbar , wir atmen Berliner Luft , ohne es zu bemerken .;Er erzählt ganz vorzüglich , in einem die maßvolle Spannung niemals unterbrechenden Tone , er verfolgt keine Nebenabsichten , er sucht ( scheinbar ) gar nicht Stimmung zu machen oder Sittenbilder zu zeichnen oder zu rühren , und diese memoirenhafte Natürlichkeit und Schlichtheit seines Vortrciges berührt sehr wohlthuend . Alle Gestalten sieht der Erzähler klar und lebhaft vor sich , er belästigt uns uicht mit langen Ergüssen oder Betrachtungen , er ist stets in Bewegung , seine Art zu charakterisiren ist präzis und kurz und zutreffend . Das Kolorit Berlins kommt in seiue Darstellung nicht so hinein , als ob er frei über den Dingen schwebte und nun für seinen Zweck die Farben oder Thatsachen wählerisch zusammenstellte , sondern der Erzähler selbst ist durch und durch moderner Berliner , die Handlung und die Charaktere sind nur in der Großstadt denkbar , wir atmen Berliner Luft , ohne es zu bemerken . Wir werden in die Berliner Theaterund Zeitungswelt zweiten Ranges eingeführt . Der Erzähler ist Redakteur mit Scheere und Kleister bei einem jungen Zeitungsunternehmen , ein ehrlicher litterarischer Handwerker und ein guter Mensch .;Rezension;1889;1889_1 - 1889__Berliner_Romane.txt;stimuli_erzaehler_161_Gold_bereinigt;stimuli_erzaehler_163_BG;stimuli_erzaehler_163_JL;;;;;;;;;;;
